DISTRICT_NAME|CUSTOMER_ID|SECTOR_NAME|INDUSTRY_NAME|GENDER|NATIONALITY|MARITAL_STATUS|EDU_BG|PLACE_BIRTH|SUB_CITY|TOWN_COUNTRY|OCCUPATION|CUS_SALRG|NET_MONTHLY_OUT|NO_ACCT_TYPE|NO_ACCOUNTS|CUST_DATE|CHANNEL|MB_DATE|KPI_STATUS|CARD_USER|AVG_BAL|AVG_NO_TXN_FT|AVG_NO_TXN_TT_CR|AVG_NO_TXN_TT_DB|LAST_VISIT_DATE
WEST ADDIS DISTRICT|gAAAAABnTu6KW-mp9b1KaM-ehqEcSrhuGuuV78n0_JXBFhRtY7AbxlctvqTzHVuFugeStzZjZNuqkJTM9YllTmVzO8H7DlNWSQ==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|Illiterate|E.GOJJAM|AWABAL|E.GOJJAM|PRIVATE||1000.00YR12000|1|1|5/29/2024|USSD|5/29/2024|ACTIVE|1|52980.2666666667|1.16666666666667|1.58333333333333|0.0833333333333333|11/20/2024
ADAMA DISTRICT|gAAAAABnTu6K332_RPmfmxJqm3sLDcX8c8IDsCTKx4IAf2w4xfAyaVSOZD8j_zcHwoFyqEpNHKO2PYMQT9OwpM-VvBlULoUORw==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|SINGLE|Degree|ETEYA|ARSI|ETEYA|PRIVATE|20001-30000|22626.00YR271512|8|11|10/3/2019|USSD|12/11/2019|INACTIVE|1|58570.4033333333|28.5|3.41666666666667|4.91666666666667|11/20/2024
JIMMA DISTRICT|gAAAAABnTu6KvSdoJm0AR0cbfyztcuOxGnmh1YA0Pfux30KP57b9qFBYFJflBe5pQobAYG0mmN3Zqcwbp4WnBM2FNiqJgtmFRA==|INDIVIDUAL|INDIVIDUAL|MALE|ET|DIVORCED|>= 12|METTI|MAJANG|METTI|SELF|1000-10000|18000.00|1|1|6/26/2021|USSD|11/24/2023|INACTIVE|1|23088.8891666667|4.0|0.25|6.5|11/20/2024
WEST ADDIS DISTRICT|gAAAAABnTu6KKpx9P3F1SNCUOvb9eBxRK_zpfnzPBOnT82q6VgWrEXRz8BslewqU15f593ALLdDX97qDmF-MW6CkY2SjR2oNWw==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|MARRIED|<12|GINCHI|W/SHOA|GINCHI|Private||NOTAVALIABLEYR0 |2|2|3/14/2023|USSD|7/31/2023|INACTIVE|1|12647.61|0.0833333333333333|0.166666666666667|0.25|10/5/2024
WEST ADDIS DISTRICT|gAAAAABnTu6KFDeZlDO8YEn5GG7hbfuMQmhwllRtaCjQO6IZsQmrugphcqx8SaSfENqS6U0fgq-QWEsesUUyU0ANdGL60Bel0w==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|>= 12|ET|GURAGE|SNNPR|Private|1000-10000|4000.00YR48000|3|5|11/17/2021|USSD|7/22/2024|ACTIVE|1|12886.7466666667|23.1666666666667|3.41666666666667|3.83333333333333|11/21/2024
CENTERAL ADDIS DISTRICT|gAAAAABnTu6K52GdmGru_0WUz-F7i-l_dYJLH13t3JTEm_lxNjkXj7zMHgZMS37L06Li5C1hIb60v00HcHJLb_FpOgVFVNDPUg==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|>= 12|SELALE|AKAKI KALITY|ADDIS ABABA|STUDENT||2000YR24000 |2|3|12/22/2020|USSD|12/16/2023|ACTIVE|1|28868.2891666667|1.16666666666667|0.25|0.25|11/20/2024
PRODUCTION-HEAD OFFICE|gAAAAABnTu6KNM6asFJg9oVRsjdulwSQFdJsmyzGEgNNZArp2u8TvXt240rpDRv0iAx1mMDLyySKH7BHDhxABPIemb5cRwIG6Q==|INDIVIDUAL|other trading|FEMALE|ET|SINGLE|Degree|hawassa|tula|hawassa|PRIVATE|10001-20000|17000.00YR204000|5|5|3/7/2023|USSD|11/22/2023|ACTIVE|1|38082.1608333333|10.9166666666667|5.75|2.83333333333333|11/19/2024
DESSIE DISTRICT|gAAAAABnTu6K31sDeaTJe6cgmq8uoGmsbRVsibxqo4mzdU-NEEotJUaqERi0hAb_rCntRG9c5kmGk6m8gZejIsppBzjdDFEk-w==|INDIVIDUAL|INDIVIDUAL|MALE|ET|DIVORCED|<12|AFDREA|AFDREA|SEMERA|PRIVATE||NOTAVALIABLEYR0 |2|4|3/15/2019|USSD|12/18/2023|INACTIVE|1|3389.27333333333|1.41666666666667|0.75|0.75|5/23/2024
EAST ADDIS DISTRICT|gAAAAABnTu6KQWM1enfTMKiek1UWbL_BBUNimwXuY1SpXN7SS0-2ELM5Kbs3xPIhXZcOJ8rt3n7bN3hZu5BvP8EAXDb8R0Actw==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|>= 12|SHENKOR|BOLE|A.A|INDIVIDUAL|10001-20000|NOTAVALIABLE YR 0|1|2|5/18/2018|USSD|12/8/2023|INACTIVE|1|54696.9533333333|7.83333333333333|0.0833333333333333|0.166666666666667|11/19/2024
CENTERAL ADDIS DISTRICT|gAAAAABnTu6KwMOyZl7BNn2vyKXnqs5tbwoWDKdWrC8VvUopklEghUPEYZClZdua5YlCjbtw1FmgNRqb8ovMWlHTLCq2FAhAuw==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|Illiterate|SILTE|SILITE|SILITE|SELF||1000.00YR12000|1|1|8/28/2023|USSD|7/1/2024|INACTIVE|1|508.333333333333|0.416666666666667|0.166666666666667|0.0833333333333333|8/3/2024
ADAMA DISTRICT|gAAAAABnTu6Kjl7_CxbOo897qNww6S_2jNjrBVOaWKr_y_s_AVlNblaERiOYu5tlGa-9J_179LUFXA3mvVz8E3nP_LCln9KmHw==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|MARRIED|<12|ADAMA|EAST SHEWA|ADAMA|PRIVATE||1200YR14400|2|2|7/28/2022|USSD|9/23/2023|INACTIVE|1|42752.2566666667|0.833333333333333|0.333333333333333|0.75|7/18/2024
ADAMA DISTRICT|gAAAAABnTu6KApW99wUM0GHSHPUtv_Onm2J49mOU2UM7AXBN2zKVPtxM2fCytBVFrSOPafCxAv7SE7WLUkVyMHXYjVp-kXEa7Q==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|<12|ET|N/SHEWA|ARERTY|SELF EMPLOYED|1000-10000|NOTAVALIABLEYR0|2|2|6/18/2020|USSD|1/27/2024|ACTIVE|1|599.708333333333|2.0|0.166666666666667|0.5|11/18/2024
EAST ADDIS DISTRICT|gAAAAABnTu6KZnoMEIwgJ5C1BGVFyKT83kQTfzTFc8_1XW7rga5tf3NAUWdeN15L5bHbZ2nN1mZMfvQu8EcUzImZz9c3X_NMKg==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|Not Available|AA|BOLE|AA|Not Available|1000-10000|0YR0 |3|4|8/2/2019|USSD|4/29/2024|INACTIVE|1|4917.28666666667|18.6666666666667|0.0833333333333333|1.16666666666667|11/21/2024
BAHIRDAR DISTRICT|gAAAAABnTu6K2ktModCdHppltRgDV_9gzHsBzY40mNBTUMazTB4S6OpfK8r7MtzSx4ALRzz21dSDchfSkd9pgRc4EpnRfd9v4g==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|Illiterate|DEBRETABOR|AZEZO|GONDAR|Private||4000.00YR48000|1|1|10/11/2023|USSD|5/14/2024|ACTIVE|1|1555.74166666667|10.3333333333333|0.0833333333333333|0.833333333333333|11/19/2024
HAWASA DISTRICT|gAAAAABnTu6KDhbSwimt4fOV1YPwEDICPL0fws9jjzEKS3cn2tulVzyidWqp_oDS5MW1iBHTVwIlfHwYXwXfnmJ5nKKPf3p-OQ==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|>= 12|WOLAYITA|WOLAITA|BODITI|PRIVATE||NOTAVALIABLEYR0 |1|1|1/14/2022|USSD|11/21/2023|INACTIVE|1|71307.5191666667|2.66666666666667|2.16666666666667|10.9166666666667|11/2/2024
WEST ADDIS DISTRICT|gAAAAABnTu6KCukBrrc5M6wV0qhz5OSN9UTfCZUOcWqwVvEpPzdK4oUgMF1ldHd1bHzqbVRj1DdyBqWAmjpVNUBh0FIlDamnVA==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|SINGLE|<12|JIMMA|SHEBE|JIMMA|PRIVATE||NOTAVALIABLEYR0 |4|4|10/26/2022|USSD|2/27/2024|INACTIVE|1|386.989166666667|2.66666666666667|0.916666666666667|0.5|9/26/2024
ADAMA DISTRICT|gAAAAABnTu6KsZWjWdPmInN792N9pESr7XmqKgz1HVFHEVqyDKyvkcHr0is2BDPXpL1fZSktmqA1rZat8i3kzObBwo2iCJJL6g==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|>= 12|ADAMA|EAST SHEWA|ADAMA|DRIVER||NOTAVALIABLEYR0|2|3|11/19/2021|USSD|8/4/2023|INACTIVE|1|117696.391666667|0.5|0.166666666666667|0.916666666666667|4/24/2024
HAWASA DISTRICT|gAAAAABnTu6KabTI0Ku0plPUe7H7TJuL_Ly49bLqdm4elHoWqcGQ6hCbLEXVMWdKaWHJlmH0zFQQ7fm0oJJGRF7yNp9vAzldHg==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|>= 12|SHEWA|BALE GOBA|GOBA|SELF||NOTAVALIABLE YR 0|1|2|8/21/2019|USSD|5/2/2024|INACTIVE|1|106662.705|0.0833333333333333|0.416666666666667|0.166666666666667|10/11/2024
ADAMA DISTRICT|gAAAAABnTu6KN6frn9K2LZHIHLbYeTZ4V41Mv8oHYE9B__iBpWim6D-q9_QLLjPgndH97iy1tdmKvfhy0sDtJCkMi6ZXAKm6PA==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|<12|METEHBELA|NORTH SHOA|METEHBELA|PRIVATE||NOTAVALIABLEYR0|1|1|10/14/2022|USSD|1/6/2024|INACTIVE|1|59.0925|0.0833333333333333|0.0833333333333333|0.416666666666667|7/24/2024
HAWASA DISTRICT|gAAAAABnTu6KIW2fBGRGhp73ezVPc1DIbiPWmx5dpLU6Bo1fbRBg-hcqt4oCDB-vV-0ULg9OXEr6CDDQggAgtB2oGueXHjErLA==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|<12|SAWLA|GOFFA|SAWLA|PRIVATE||NOTAVALIABLEYR0 |1|1|1/25/2023|USSD|12/5/2023|INACTIVE|1|15744.3108333333|3.5|1.16666666666667|1.91666666666667|8/26/2024
BAHIRDAR DISTRICT|gAAAAABnTu6KrQlKAowSeO_VuHOY13-jViHw2ijkn2dBrhWXNfZxQWvI7XkdleIWv1k8R2IIUuRdUNZW_44Xr-RkbowWgkhTqg==|INDIVIDUAL|INDIVIDUAL|MALE|ET|DIVORCED|<12|ADET|AWI|CHAGNI|SELF EMPLOYED||NOTAVALIABLE YR 0|1|1|8/11/2021|USSD|10/22/2024|ACTIVE|1|28.1216666666667|0.5|0.0833333333333333|1.08333333333333|11/18/2024
JIMMA DISTRICT|gAAAAABnTu6KTJ6dQp4zDvoimtEsrHHXESCyyRdSR7VttnCy6VY4T5NkKRSNA6i_zUqVRW1jSAPsrFYpB2jjviE4yoe-m5NrjQ==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|<12|JIMMA|JIMMA|JIMMA|MERCHANT||5000.00YR60000|1|1|4/3/2024|USSD|8/21/2024|ACTIVE|1|2148.79666666667|1.08333333333333|0.416666666666667|0.166666666666667|11/13/2024
HAWASA DISTRICT|gAAAAABnTu6K9GKBvqJixzeCmW5UY9Zvf4QUhNt11k3uqPWCM1ZqVnSW5ckcVnduFm6eRgQjdYwjDT22PmPNq2JcicCYbPh_TA==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|<12|CHELELEKTU|GEDEO|CHELELEKTU|IND||NOTAVALIABLEYR0 |1|1|10/27/2022|USSD|9/10/2024|ACTIVE|1|40.0708333333333|2.16666666666667|0.0833333333333333|1.25|11/19/2024
DESSIE DISTRICT|gAAAAABnTu6Kj1UC_NktJDAZRAV3u0mnr92dafb3MJ2YPGVxlnt-6s1AeU3XwOvF6VQdE-tAOkjq84l4Yym2weQ3MCRBychylA==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|<12|AMAYE MICHA|N/WOLLO|BAHIRDAR|STUDENT||NOTAVALIABLEYR0|1|1|5/3/2021|USSD|9/25/2023|ACTIVE|1|1051.78333333333|1.08333333333333|0.25|0.25|11/21/2024
EAST ADDIS DISTRICT|gAAAAABnTu6K4LtUkUI4FeED1fuyXb3LHwIncd1TRqo0pOA6DPZ5ehhVC90usXUojNUPMYcxu-bcRaqdQtheCaMoFKTiXEbDxg==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|Illiterate|MEKELE|MEKEWLE|MEKELE|Private|1000-10000|NOTAVALIABLEYR0|1|1|11/27/2023|USSD|11/29/2023|ACTIVE|1|52.8233333333333|7.16666666666667|1.41666666666667|0.0833333333333333|11/20/2024
DIRE DEWA DISTRICT|gAAAAABnTu6KfbvYqdhlhT7h-b5bHKlMh4wdHaJlhmf55R1X516l99G_wSP6kfBYgYiazixugcPFYyjnz1UemgJyQJI59GapVQ==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|>=12|DEBUB|DEBUB|DEBUB|SELF EMPLOYED|1000-10000|3000.00YR36000|2|2|5/4/2024|USSD|7/20/2024|ACTIVE|1|249.583333333333|4.25|1.66666666666667|1.0|11/21/2024
WEST ADDIS DISTRICT|gAAAAABnTu6KbEvi9Jj_hl1JNlcEREZjJ5x5jXWmquuntrm92Y476PcyB7q3ZS5hV5y5Er9_wSksSqLS0o3A7F2I54mxO9QhZQ==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|Degree|ARSI|MELKA NONO|BURAYU|PRIVATE||3000.00YR36000|1|1|8/28/2024|USSD|8/31/2024|ACTIVE|1||7.91666666666667|0.0833333333333333|1.33333333333333|11/19/2024
WEST ADDIS DISTRICT|gAAAAABnTu6Ku8ggJEyj2sYSRST504qAd9fJ-lAWLcd3sVsUfFu-Z_5EUcdIZn-jFHu7ckIGVaHUv18Ib4O8XKCgNWTFL8Mqiw==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|>= 12|AA|NIFAS SILK LAFTO|A.A|NOT AVAILABEL||NOTAVALIABLEYR0 |2|2|12/14/2021|USSD|8/3/2024|INACTIVE|1|254.166666666667|4.58333333333333|0.0833333333333333|1.5|11/8/2024
JIMMA DISTRICT|gAAAAABnTu6Kla2TgZ8gWWbczFXg3qV6eJzj53tX_aDPNNzuK6BIUhUJdOfPTbzT8iwGwJKZss9g8HTaCHy-zdKXbB8LhPLMvQ==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|MARRIED|Illiterate|KUJA|BENCH/SHEKO|KUJA|PVT||NOTAVALIABLEYR0|1|1|8/28/2023|USSD|11/3/2023|INACTIVE|1|2609.69916666667|0.166666666666667|0.0833333333333333|0.25|10/17/2024
CENTERAL ADDIS DISTRICT|gAAAAABnTu6KXdLzVscerQYk4Z0scFygTZ7ZrallMV3rKm09hmqhYPNYBj916IJ2IDGP4wQ_JKAlJjiEUmWH6HxJ5v0J08VdMg==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|Illiterate|ADDIS ABABA|KOLFE|ADDIS ABABA|Private|1000-10000|3000.00YR36000|2|2|11/6/2023|USSD|11/13/2023|ACTIVE|1|20258.375|12.0833333333333|0.166666666666667|0.0833333333333333|11/13/2024
CENTERAL ADDIS DISTRICT|gAAAAABnTu6Kr_yhBCrEIKwfuj8jhMcWUvwQ1-7tFoS8eijL9RaTtYGJR92_x92wRG2VPrkr98byYIOL1Pr6UQM4OL4QyoCf6w==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|SINGLE|>=12|ADDIS ABABA|AKAKI KALITI|ADDIS ABABA|PRIVATE|1000-10000|2000.00YR24000|1|1|2/13/2024|USSD|8/9/2024|INACTIVE|1|151.721666666667|0.25|0.5|0.166666666666667|10/11/2024
BAHIRDAR DISTRICT|gAAAAABnTu6KQxn0160l_faFtfuVnpDrNtbiNcVNiVM8kmr1BoGM-2aCLIZjKnplLPWvmSQoOe3untg0qiqA4z79O73EYydvnw==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|<12|GONDAR|C/GONDAR|GONDAR|Not Available||NOTAVALIABLEYR0 |1|1|11/21/2022|USSD|10/24/2023|ACTIVE|1|720.073333333333|2.83333333333333|0.416666666666667|4.33333333333333|10/19/2024
BAHIRDAR DISTRICT|gAAAAABnTu6Kio4rHODRzgUKuJLAulcOJ1Wqig9-pt9aJskKq79XRkIN7aCDQ8fqNAEHVZ-_KYQ2Q7Lkf_C9durvrhUUxujppg==|INDIVIDUAL|INDIVIDUAL|MALE|ET|DIVORCED||ADDIS KEDAM|AWI|BAHIRDAR|SELF EMPLOYED|||1|1|3/4/2021|USSD|5/9/2024|ACTIVE|1|691.1675|14.4166666666667|2.75|0.5|11/22/2024
EAST ADDIS DISTRICT|gAAAAABnTu6KEeZp_rq9kJjerZjpsxL_e2pIGAdiTZRXZKUDPAp226ObuRKNg7yi5tFC1iP5XeEdkuMvkCrEXuIW-moOnY9gkw==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|>= 12|GENCHI|GENCHI|GENCHI|PRIVATE||1000YR12000|3|4|6/17/2020|USSD|12/25/2023|INACTIVE|1|2212.56666666667|2.66666666666667|0.666666666666667|0.75|11/16/2024
BAHIRDAR DISTRICT|gAAAAABnTu6K2YzXN3TjxAv5W3aQI6pG6E_1h5ydJLX979Sn3Q98VDhGEfw3QC_pYyUZICmHRSxXKSmtypqOjrUl7b00iqUh2w==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|<12|HAMUSIT|S/GONDER|HAMUSIT|Not Available||NOTAVALIABLEYR0|1|1|7/30/2022|USSD|10/9/2023|INACTIVE|1|7341.57833333333|0.416666666666667|0.416666666666667|2.08333333333333|11/11/2024
DIRE DEWA DISTRICT|gAAAAABnTu6KPnTpV3vIUYzNPWMv4e9CJphFSv2zto9Pv6ZnZjKHG2ivRaJt5QhRc_S52wqaHN6FejeZeNy77eQzeTAVfYzllA==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|<12|HARAR|HARAR|HARAR|STUDENT|1000-10000|2500.00YR30000|3|3|4/8/2022|USSD|10/24/2023|ACTIVE|1|574.436666666667|3.91666666666667|0.25|0.5|11/9/2024
CENTERAL ADDIS DISTRICT|gAAAAABnTu6K1OncswkzS696IkVqCBQIrqCWohYRrd_7xZhHFn2zVVuY78gMsBoqD_Bfbemi-PSAZWTU4Ggqxv3pR7hIHYZzaA==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|>= 12|S/GONDER|ATSE TEWODROS|B/DAR|PRIVATE|10001-20000|NOTAVALIABLE YR 0|1|1|8/16/2021|USSD|7/15/2023|ACTIVE|1|84891.0533333333|6.41666666666667|0.166666666666667|0.0833333333333333|11/19/2024
DIRE DEWA DISTRICT|gAAAAABnTu6KxODugdwZyNagGffFGvFFDQveQ2Egmf7vwNweIKuqwQjNtlzdEAoa_HnGTqrreaRPB0dKtIcl7GEo9yfnj45w8g==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|SINGLE|Illiterate|DIRE DAWA|DIRE DAWA|DIRE DAWA|PRIVATE|1000-10000|4000.00YR48000|1|1|7/3/2024|USSD|7/24/2024|ACTIVE|1||0.833333333333333|1.0|0.0833333333333333|11/21/2024
BAHIRDAR DISTRICT|gAAAAABnTu6KAzreTt9sK1Eye32BNw6xhOTuiYSPucN29gnAHkpZHml99BX5F4Txz8F2TyifCscb8Qv0IZHwnLY2XEbZje9yeg==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|>= 12|WAZINGIS|W/GOJJAM|SHENDI|Not Available||NOTAVALIABLEYR0 |1|1|11/27/2020|USSD|12/22/2023|ACTIVE|1|3287.285|5.0|0.166666666666667|1.66666666666667|11/21/2024
HAWASA DISTRICT|gAAAAABnTu6KiNixeaumgaVtH8FTZVzKWzRkm4ppomLizeW0UTFHx3HgDtWSDoePQ6JZJaP2m9TzGPxktRrxg2RzrzWdgztnXQ==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|>= 12|HADARO|KAMBATA TAMBARO|HADERO|PIRIVET||NOTAVALIABLEYR0|1|1|11/30/2021|USSD|7/3/2023|ACTIVE|1|2635.25166666667|7.16666666666667|0.583333333333333|1.16666666666667|11/21/2024
CENTERAL ADDIS DISTRICT|gAAAAABnTu6KWEuNwyRxVFDIeYYV8I6sjwkToj9kPfxGFL4AWoU_nfdBVV6FqPKyRetiqTeh4XutU7yudL9zh5yrWGfu5cZ5RQ==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|>= 12|SULUILTA|SULULTA|SULULTA|SELF|1000-10000|NOTAVALIABLE YR 0|1|2|1/18/2020|USSD|5/17/2024|ACTIVE|1|29960.0208333333|1.58333333333333|1.25|1.41666666666667|11/18/2024
HAWASA DISTRICT|gAAAAABnTu6KIZgx990XzOmKXEYwB2JlxIxldyJ3hsB1jFXe7NvXjsgz_8x3ZuvBnAuU_R_eVPBLf_vesYZQZB2aGiiauuCY5A==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|>= 12|WOLKITE|GEDIO|DILLA|MERCHANT||NOTAVALIABLEYR0 |2|2|6/25/2018|USSD|8/3/2023|ACTIVE|0|1724.08|20.25|1.16666666666667|2.5|11/20/2024
CENTERAL ADDIS DISTRICT|gAAAAABnTu6KKl50BY5d-zNjsxYVdchpiskTJo_0R9IlFWTp96FX6b1yg5qty0n5A6c-SuJwEPqJSpTs0eiwVZqoiHeRK9Nk7g==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|>= 12|DENEBA|N/SHEWA|B/DAR|STUDENT||120YR1440 |4|4|9/29/2020|USSD|10/14/2020|LOST|1|63.8716666666667|2.41666666666667|0.166666666666667|0.0833333333333333|11/18/2024
JIMMA DISTRICT|gAAAAABnTu6K_cN7NfKu5Mi5BYMS0CbFzP-O9L5gmPlc2zGN-VCzZdEDgdl9LI_CuKsMkAELAjjRC2Y6I36_LLt4nUjs0Vabhg==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|MARRIED|<12|BAMBASI|ASSOSA|ASSOSA|SELF EMPLOYED||1500YR18000|1|1|1/11/2023|USSD|8/21/2023|LOST|1|6136.1625|0.0833333333333333|0.166666666666667|1.66666666666667|10/2/2024
MEKELLE DISTRICT|gAAAAABnTu6KzK-ELpUimDnicVHcuocCviY26cn6B30WRZmX9folXRIggUo861ymLF6mY0GJAUetT2dmL0xoq-ILt_z442QDGw==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|<12|T/WENBERTA|ESTERN|AGULAE|MERCHANT||1000.00YR12000|1|1|10/31/2023|USSD|11/2/2028|LOST|1|38.0441666666667|0.0833333333333333|0.0833333333333333|0.0833333333333333|12/25/2023
EAST ADDIS DISTRICT|gAAAAABnTu6KB6s_WeoxenmkBn9rUi3g_NMnlPEtR4BCBRS98pnqmupOqLAAYs9-M289pv0pxSrZKoL2uL_jmni6WEItgpR2lg==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|>= 12|ARSINEGELE|GULELE|AA|SELF EMPLOYED||NOTAVALIABLEYR0|2|2|4/13/2020|USSD|10/12/2020|LOST|1|3053.47333333333|3.91666666666667|1.75|0.833333333333333|11/21/2024
WEST ADDIS DISTRICT|gAAAAABnTu6K7677Ejv2yWGE0G6vQ3oy6-RVn5YeOHrzamk4qabmPj1W1xN856vBfDStXf9UaS6_qqLZBPpI5SDY_dvTCOeHdg==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|Illiterate|ADDIS ABABA|KOLFE KERANIO|ADDIS ABABA|not availabeN||NOTAVALIABLEYR0|3|3|6/19/2023|USSD|9/21/2023|LOST|1|582.069166666667|6.41666666666667|0.916666666666667|2.75|11/21/2024
DESSIE DISTRICT|gAAAAABnTu6KCELeC-OC9lpPk55mfL_tp9Q-TrxScPubx0RPBU_FWI3IpbQfNnIgkyGa0QI4_HwfR5FxwZD7dgBmWvzGOT0ymA==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|<12|AFDERA|AFDERA|AFDERA|PRIVATE||NOTAVALIABLEYR0|1|1|5/9/2023|USSD|6/20/2023|LOST|1|1125.0|1.33333333333333|0.333333333333333|1.5|10/4/2024
CENTERAL ADDIS DISTRICT|gAAAAABnTu6KO2fsxfTFr_DmSvW96WpR8PV7c2IJyOmibkN-d-VblDV3fARO_zWy9ZAZTwfPnPPjKMGflb0SHaLjmrj9l4ig6A==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|SINGLE|>= 12|AA|ARADA|AA|EMPOYED||NOTAVALIABLEYR0|2|2|6/3/2020|USSD|12/18/2023|ACTIVE|1|3686.59333333333|6.08333333333333|0.5|0.666666666666667|11/14/2024
EAST ADDIS DISTRICT|gAAAAABnTu6Ks-7Knqy5i0ihAel78fI0OBoC6A8EU5BUn2n5JVTwSnJids1tS_W4ut4wDhFjJfgfzhdirLNZ-xs9TUFs99sUKA==|INDIVIDUAL|INDIVIDUAL|FEMALE|ET|SINGLE|Degree|AA|KIREKOS|AA|PRIVATE|1000-10000|NOTAVALIABLE YR 0|1|2|5/12/2020|USSD|7/19/2024|ACTIVE|1|8404.91833333333|5.58333333333333|0.0833333333333333|0.0833333333333333|11/19/2024
BAHIRDAR DISTRICT|gAAAAABnTu6KrrU2XwK-OeFQ389d2ouw-S4S8CxlT5P5lMCIQZnACaubnBhQEKhzfgHRwTKWKgenFtQIN8GAMVzM6NdMwcjBSA==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|<12|YEJUBIE|EAST GOJJAM|YEJUBIE|PRIVATE||NOTAVALIABLE YR 0|2|2|5/9/2022|USSD|9/23/2024|ACTIVE|1|15.0|1.0|0.166666666666667|0.583333333333333|11/16/2024
HAWASA DISTRICT|gAAAAABnTu6Kdv0JB8ckJvd5yAodDVnCXhEXCvhsHrQRb5QOmdSx4pqlf7d-m8WpsQKrVE5V9IzdA9Cp1DCbTZXNltLVyCQWnw==|INDIVIDUAL|INDIVIDUAL|MALE|ET|MARRIED|Illiterate|HAWASSA|TABOR|HAWASSA|SELF EMPLOYED||NOTAVALIABLEYR0|1|1|12/19/2023|USSD|5/30/2024|ACTIVE|1|18332.6558333333|3.5|0.75|0.333333333333333|11/18/2024
EAST ADDIS DISTRICT|gAAAAABnTu6KjfdgXxgmbEgQZsQBB7DDXX66olT__tqUVBYFJ4sGDzAvaFAwLwAhsydyKT6AVssqqvtNQASCUY3rp1QPAtzHyg==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|Illiterate|03|ARADA|S/WOLLO|PRIVATE||6000.00YR72000|1|1|3/11/2024|USSD|3/19/2024|ACTIVE|1|37167.5225|6.91666666666667|2.5|1.58333333333333|11/20/2024
WEST ADDIS DISTRICT|gAAAAABnTu6KAPT7OOBWKd0NTSGo6QjW9YpbmDsGRyNTqLsOfZo7qaIdkbp1p02sWrfkwpTiINet7A9nF1D2SOkCHyxfblNZTw==|INDIVIDUAL|INDIVIDUAL|MALE|ET|SINGLE|>= 12|D/MARKOS|AKAKI/KALITY|AA|SELF EMPLOYED|10001-20000|5000.00YR60000|1|3|12/16/2019|USSD|11/8/2024|ACTIVE|1|35.6333333333333|1.25|0.25|0.166666666666667|11/20/2024
